"SKU","Price","Quantity","Product_ID","Product-ID-Type","Condition-Type","Condition-Note"
"5413915","29.99","84","B083W6HQB6","ASIN","new","new"
"5414514","44.99","53","B088HFQS1S","ASIN","new","new"
"5414560","104.99","23","B08GZDCQCD","ASIN","new","new"
"5414562","79.989999999999995","99","B083SS2LRD","ASIN","new","new"
"5414642","24.99","52","B088HDHNKB","ASIN","new","new"
"5414662","59.99","26","B08MTX7DT2","ASIN","new","new"
"5414687","39.99","99","B08HQ2NX2W","ASIN","new","new"
"5414696","24.99","99","B08MTZ2BM1","ASIN","new","new"
"5414746","34.99","81","B088HD85LN","ASIN","new","new"
"5414749","29.99","99","B08MV282KL","ASIN","new","new"
"5414821","34.99","39","B088HFG8TM","ASIN","new","new"
"5414822","29.99","15","B088HF8KN2","ASIN","new","new"
"5414842","39.99","92","B088HF3GT9","ASIN","new","new"
"5414845","29.99","23","B08MTZ1GB8","ASIN","new","new"
"5414939","59.99","99","B08MTYSJ2T","ASIN","new","new"
"5415023","24.99","64","B08MTYL49Y","ASIN","new","new"
"5415024","24.99","99","B088HFT2JP","ASIN","new","new"
"5415025","34.99","24","B088HF1GNL","ASIN","new","new"
"5415048","29.99","99","B08HQFL8K6","ASIN","new","new"
"5415214","44.99","69","B08MSP3NTG","ASIN","new","new"
"5415232","54.99","20","B08HQ7QJYB","ASIN","new","new"
"5415233","79.989999999999995","45","B08HQ739TB","ASIN","new","new"
"5415270","109.99","99","B088HCKF4Z","ASIN","new","new"
"5415299","24.99","55","B08GZGLFHL","ASIN","new","new"
"5415311","29.99","40","B08HQW6TST","ASIN","new","new"
"5415354","109.99","68","B08MV1BJ3H","ASIN","new","new"
"5415371","24.99","94","B08GZGL84R","ASIN","new","new"
"5415372","29.99","81","B083SR9GLN","ASIN","new","new"
"5415373","29.99","90","B08GZD482H","ASIN","new","new"
"5415423","24.99","13","B08MTZD25Z","ASIN","new","new"
"5415429","44.99","99","B083SRQ8C5","ASIN","new","new"
"5415436","24.99","99","B08MTZQQ4M","ASIN","new","new"
"5415476","44.99","80","B08MV3L3QY","ASIN","new","new"
"5415511","109.99","99","B08MTXDT2H","ASIN","new","new"
"5415677","24.99","96","B08MTYRXGY","ASIN","new","new"
"5415929","34.99","21","B088HFZ7BJ","ASIN","new","new"
"5415984","69.989999999999995","55","B08MTZ5873","ASIN","new","new"
"5416059","39.99","76","B08MTYZRL7","ASIN","new","new"
"5416130","34.99","80","B08MTXWFZP","ASIN","new","new"
"5416228","74.989999999999995","47","B088HDQB9B","ASIN","new","new"
"5416281","104.99","99","B088HDVM9B","ASIN","new","new"
"5416282","154.99","83","B088HDJRHR","ASIN","new","new"
"5416352","104.99","99","B08MV28THV","ASIN","new","new"
"5416354","34.99","99","B08RJS35WF","ASIN","new","new"
"5416457","39.99","99","B08RJ2LZCX","ASIN","new","new"
"5416519","24.99","68","B08MSF964Y","ASIN","new","new"
"5416520","24.99","66","B08MTZ8WG1","ASIN","new","new"
"5416527","24.99","28","B096MQ13G5","ASIN","new","new"
"5416545","39.99","99","B08MTZSXGN","ASIN","new","new"
"5416583","44.99","14","B08MTZHVGR","ASIN","new","new"
"5416598","109.99","52","B08MTZ8WZP","ASIN","new","new"
"5416612","24.99","99","B08RJWKMCC","ASIN","new","new"
"5416634","64.989999999999995","41","B08MTY7PZ2","ASIN","new","new"
"5416637","69.989999999999995","99","B08MV388KG","ASIN","new","new"
"5416641","44.99","14","B08MV1JG1B","ASIN","new","new"
"5416648","34.99","97","B08MTYJTQ1","ASIN","new","new"
"5416659","24.99","39","B08MV2MQ44","ASIN","new","new"
"5416660","24.99","26","B08NX7FYF4","ASIN","new","new"
"5416661","54.99","48","B08Q4JY8TV","ASIN","new","new"
"5416663","89.99","22","B08MTZ8YTD","ASIN","new","new"
"5416671","24.99","99","B08MV1TZYZ","ASIN","new","new"
"5416672","29.99","16","B08MTYQVSS","ASIN","new","new"
"5416685","44.99","27","B08P5ZN3B1","ASIN","new","new"
"5416718","199.99","17","B07NDNRPZ9","ASIN","new","new"
"5416725","44.99","20","B08MTYGMGW","ASIN","new","new"
"5416726","44.99","12","B08MV13CHV","ASIN","new","new"
"5416727","29.99","25","B088HDSRRZ","ASIN","new","new"
"5416842","29.99","99","B08N5F4H4Q","ASIN","new","new"
"5416870","44.99","30","B08MV1B62D","ASIN","new","new"
"5416881","59.99","14","B08MTZ7KG3","ASIN","new","new"
"5416972","29.99","41","B088HDBQHL","ASIN","new","new"
"5416976","34.99","48","B08RJYRTS3","ASIN","new","new"
"5417016","24.99","18","B08MTXB1RM","ASIN","new","new"
"5417059","29.99","99","B08MTYXSYM","ASIN","new","new"
"5417233","24.99","99","B08RJVF8T5","ASIN","new","new"
"5417374","34.99","52","B08VDR42VP","ASIN","new","new"
"5417375","34.99","52","B08VD7RMC9","ASIN","new","new"
"5439853","34.99","99","B088HDPCTP","ASIN","new","new"
"5439884","29.99","69","B088HFH78V","ASIN","new","new"
"5439885","29.99","99","B088HFK52C","ASIN","new","new"
"5450006","24.99","99","B088HBKD5F","ASIN","new","new"
"5450193","39.99","13","B08NY3JXPV","ASIN","new","new"
"5450249","24.99","24","B08MV2DFSR","ASIN","new","new"
"5450485","54.99","56","B088HD1XSJ","ASIN","new","new"
"5450553","24.99","94","B08MV2KLF6","ASIN","new","new"
"5450607","39.99","99","B088HD9Y13","ASIN","new","new"
"5450608","24.99","99","B08MTYPGFK","ASIN","new","new"
"5450620","24.99","99","B08MTZBTX9","ASIN","new","new"
"5450645","24.99","99","B096MQZC6G","ASIN","new","new"
"5450668","24.99","42","B08MTZ8YHQ","ASIN","new","new"
"5450674","49.99","55","B088HD7X46","ASIN","new","new"
"5450687","29.99","99","B08MTXF1CH","ASIN","new","new"
"5450689","29.99","90","B08MV1BPXN","ASIN","new","new"
"5450691","59.99","34","B083WPQHQH","ASIN","new","new"
"5450692","24.99","99","B08GZFXPGZ","ASIN","new","new"
"5451167","169.99","72","B088HDJ7YS","ASIN","new","new"
"5451168","74.989999999999995","15","B088HD52TJ","ASIN","new","new"
"5451169","74.989999999999995","55","B08P29B9N7","ASIN","new","new"
"5451674","44.99","70","B083XBZSLV","ASIN","new","new"
"5451712","79.989999999999995","15","B083WPWR5C","ASIN","new","new"
"5451718","244.99","62","B088HDNNSM","ASIN","new","new"
"5451789","29.99","12","B07V593MCB","ASIN","new","new"
"5451812","39.99","99","B08MTZ3N9F","ASIN","new","new"
"5451813","39.99","99","B08MTZPR2H","ASIN","new","new"
"5451814","54.99","17","B08MV1N6RG","ASIN","new","new"
"5451815","54.99","28","B08PQK74JT","ASIN","new","new"
"5451819","24.99","62","B08GZBZ7VN","ASIN","new","new"
"5451846","34.99","50","B088HD8FKP","ASIN","new","new"
"5451881","59.99","27","B08NVDPGZ8","ASIN","new","new"
"5451882","24.99","20","B08MTZYHTF","ASIN","new","new"
"5451884","24.99","19","B08N4GP724","ASIN","new","new"
"5451885","24.99","17","B08N1HFM22","ASIN","new","new"
"5451965","104.99","35","B083SRMJRB","ASIN","new","new"
"5451967","29.99","24","B088HF16W6","ASIN","new","new"
"5451975","44.99","29","B088HC6F74","ASIN","new","new"
"5452062","54.99","99","B088HFHPQT","ASIN","new","new"
"5452434","39.99","36","B08MTYFTDJ","ASIN","new","new"
"5452569","159.99","35","B088HDHNK9","ASIN","new","new"
"5452757","29.99","99","B07V1P19Y1","ASIN","new","new"
"5452783","24.99","21","B08MSLVV7Y","ASIN","new","new"
"5452811","179.99","49","B08GZC1HPM","ASIN","new","new"
"5452911","34.99","99","B088HGJG2C","ASIN","new","new"
"5452912","34.99","99","B088HDGKCV","ASIN","new","new"
"5453004","94.99","13","B08MV19WSY","ASIN","new","new"
"5453083","54.99","34","B088HCPTJR","ASIN","new","new"
"5453395","29.99","31","B088HDJHXY","ASIN","new","new"
"5453428","109.99","67","B088HD1WSN","ASIN","new","new"
"5453431","29.99","99","B08MTYTMKD","ASIN","new","new"
"5453702","29.99","11","B08MV1M5VH","ASIN","new","new"
"5453945","294.99","84","B08MTXCY4D","ASIN","new","new"
"5453948","34.99","99","B088HF31K5","ASIN","new","new"
"5454073","29.99","84","B08MV11KCH","ASIN","new","new"
"5454075","44.99","19","B08MTZ8VRD","ASIN","new","new"
"5454506","89.99","27","B08MTYGMCF","ASIN","new","new"
"5454541","29.99","44","B08MTZKZQ1","ASIN","new","new"
"5454620","389.99","22","B08MTZ43PX","ASIN","new","new"
"5454621","334.99","31","B08MTZFZ3P","ASIN","new","new"
"5454626","39.99","64","B08MTZQPNR","ASIN","new","new"
"5454627","39.99","65","B088HDN9WF","ASIN","new","new"
"5454708","59.99","99","B08MTY8T1Z","ASIN","new","new"
"5454864","24.99","36","B08MTZLP1G","ASIN","new","new"
"5454874","334.99","19","B08MV234BZ","ASIN","new","new"
"5454882","24.99","99","B08RJT6ZB8","ASIN","new","new"
"5454883","24.99","99","B08MTZR5ZY","ASIN","new","new"
"5454927","39.99","64","B08MTZ5D7T","ASIN","new","new"
"5454990","24.99","41","B08P9BNHG7","ASIN","new","new"
"5454991","29.99","34","B08RJW58BQ","ASIN","new","new"
"5455001","39.99","15","B08RJTV2TM","ASIN","new","new"
"5455003","79.989999999999995","22","B08MTYTQCL","ASIN","new","new"
"5455008","79.989999999999995","18","B08MTYZDXQ","ASIN","new","new"
"5455009","84.99","42","B08MTYPKLV","ASIN","new","new"
"5455016","34.99","49","B08RJY9Z91","ASIN","new","new"
"5455017","24.99","47","B08MTY8LCF","ASIN","new","new"
"5455018","29.99","12","B08MTZS1CY","ASIN","new","new"
"5455019","54.99","46","B08NVDWJNR","ASIN","new","new"
"5455026","44.99","99","B08RJYD9FT","ASIN","new","new"
"5455035","29.99","46","B08MV22RC9","ASIN","new","new"
"5455036","24.99","57","B08P3T1TYC","ASIN","new","new"
"5455054","29.99","27","B08RJTGZLS","ASIN","new","new"
"5455062","24.99","63","B08RJVCC3Q","ASIN","new","new"
"5455076","34.99","99","B08NVDY3SY","ASIN","new","new"
"5455077","34.99","99","B088HC65Y8","ASIN","new","new"
"5455106","24.99","70","B08MTZF4MS","ASIN","new","new"
"5455107","29.99","99","B08MTYCQDQ","ASIN","new","new"
"5455153","29.99","89","B08MTZ2SYQ","ASIN","new","new"
"5455261","44.99","47","B08MTYTVHK","ASIN","new","new"
"5455282","39.99","43","B08RJV5F2S","ASIN","new","new"
"5455283","29.99","99","B08MTZF99P","ASIN","new","new"
"5455284","29.99","99","B08RJVKF5J","ASIN","new","new"
"5455305","24.99","46","B08MTY777S","ASIN","new","new"
"5455341","104.99","59","B08MTXH6DR","ASIN","new","new"
"5455342","509.99","13","B08MTXB5DJ","ASIN","new","new"
"5455399","29.99","12","B08MTZ88MP","ASIN","new","new"
"5455414","24.99","99","B08MTZ1DHV","ASIN","new","new"
"5455449","94.99","30","B088HDNZWH","ASIN","new","new"
"5455456","34.99","36","B08RJT143X","ASIN","new","new"
"5455457","34.99","11","B08RJVG8HC","ASIN","new","new"
"5455548","34.99","14","B08MTY2CKB","ASIN","new","new"
"5455549","54.99","81","B08NTQ7H57","ASIN","new","new"
"5455554","59.99","48","B08NVDHWFH","ASIN","new","new"
"5455555","34.99","58","B08MSTXRYC","ASIN","new","new"
"5455556","39.99","58","B08MTZZP37","ASIN","new","new"
"5455576","24.99","74","B08MTYDG1K","ASIN","new","new"
"5455577","24.99","77","B08MTZ1JCT","ASIN","new","new"
"5455611","39.99","73","B088HC6DQC","ASIN","new","new"
"5455613","24.99","50","B08NVBVD9C","ASIN","new","new"
"5455634","24.99","99","B08MV1Q3WX","ASIN","new","new"
"5455635","24.99","99","B08N61T376","ASIN","new","new"
"5455637","24.99","12","B08NTNZ4QR","ASIN","new","new"
"5455638","54.99","57","B08PRZ9HCB","ASIN","new","new"
"5455639","54.99","61","B08MTYLYQF","ASIN","new","new"
"5455657","44.99","44","B08MV1WWFW","ASIN","new","new"
"5455936","39.99","99","B088HGCHL5","ASIN","new","new"
"5455947","29.99","46","B08RJWMM53","ASIN","new","new"
"5456012","44.99","28","B08RJSVTGF","ASIN","new","new"
"5456048","44.99","99","B08MTYZ4PK","ASIN","new","new"
"5456049","44.99","90","B08RJVQHX6","ASIN","new","new"
"5456170","54.99","99","B088HF5G69","ASIN","new","new"
"5456171","39.99","72","B088HDX95Y","ASIN","new","new"
"5456172","39.99","99","B08MTX8KJ4","ASIN","new","new"
"5456173","39.99","93","B088HDJ1ZL","ASIN","new","new"
"5456174","39.99","66","B088HCRC4C","ASIN","new","new"
"5456650","24.99","54","B08MV1KS2P","ASIN","new","new"
"5456734","54.99","20","B08MV1DK8V","ASIN","new","new"
"5456800","29.99","20","B08MTZ8RT1","ASIN","new","new"
"5456816","54.99","71","B08NY82YV1","ASIN","new","new"
"5456816","54.99","71","B08NY82YV1","ASIN","new","new"
"5456853","74.989999999999995","36","B08MSLXS2C","ASIN","new","new"
"5456854","74.989999999999995","18","B08MTZD8QS","ASIN","new","new"
"5456855","64.989999999999995","59","B08MV152NJ","ASIN","new","new"
"5456888","69.989999999999995","89","B08MTYTXX8","ASIN","new","new"
"5456889","69.989999999999995","90","B08MTYRZ3W","ASIN","new","new"
"5457190","24.99","24","B08WX47MLT","ASIN","new","new"
"5457318","34.99","43","B08NXXBMNH","ASIN","new","new"
"5510945","44.99","97","B08NY4R3P3","ASIN","new","new"
"5510977","109.99","75","B08MTZ8Q3V","ASIN","new","new"
"5522014","24.99","83","B01G47QLDM","ASIN","new","new"
"5632801","29.99","13","B08MTYTXXB","ASIN","new","new"
"5633124","39.99","14","B08MTYD2PC","ASIN","new","new"
"5633340","59.99","13","B08MV2J3K4","ASIN","new","new"
"5633341","59.99","20","B08RJX1Y7V","ASIN","new","new"
"5633346","29.99","99","B08NPN9FV1","ASIN","new","new"
"5633398","59.99","69","B088HCKPHR","ASIN","new","new"
"5633399","59.99","51","B088HD5BZJ","ASIN","new","new"
"5633417","39.99","99","B08MV1N6RH","ASIN","new","new"
"5633606","29.99","64","B087T7TQGP","ASIN","new","new"
"5633607","44.99","16","B088HCKPHS","ASIN","new","new"
"5813767","39.99","30","B08GZC769J","ASIN","new","new"
"5813878","59.99","38","B08NQ1TNP7","ASIN","new","new"
"5813879","29.99","78","B08GZCSR52","ASIN","new","new"
"5813952","29.99","76","B08GZFVM1Z","ASIN","new","new"
"5813960","59.99","33","B08NQ3CDKP","ASIN","new","new"
"5814184","44.99","99","B08QF6SC3C","ASIN","new","new"
"5814185","44.99","99","B08MV14XXR","ASIN","new","new"
"5814354","39.99","57","B08PPWJVGV","ASIN","new","new"
"5814356","59.99","57","B08MTZ3MBN","ASIN","new","new"
"5814541","54.99","37","B08NVCCS9W","ASIN","new","new"
"5814606","34.99","99","B08NDFXB18","ASIN","new","new"
"5814608","59.99","99","B088HH8NNF","ASIN","new","new"
"5814609","59.99","99","B08RJWK5RT","ASIN","new","new"
"5814888","59.99","99","B08NDCLTGH","ASIN","new","new"
"5814923","24.99","99","B09BKC6GY8","ASIN","new","new"
"6230537","159.99","11","B08NY4GRQD","ASIN","new","new"
"6230565","54.99","24","B08MV19ZJJ","ASIN","new","new"
"6230585","104.99","58","B08MTZ14BP","ASIN","new","new"
"6230588","244.99","18","B08RJW4VGZ","ASIN","new","new"
"6230615","154.99","13","B08MV32YBM","ASIN","new","new"
"6230689","104.99","31","B08MV1C4JB","ASIN","new","new"
"6230718","104.99","44","B08RJF4G61","ASIN","new","new"
"6230769","109.99","23","B08RJRTP8L","ASIN","new","new"
"6230774","79.989999999999995","82","B083X6N1K1","ASIN","new","new"
"6230806","139.99","28","B08MV1PDXY","ASIN","new","new"
"6230837","24.99","93","B08GZCJXDW","ASIN","new","new"
"6230839","179.99","12","B08GZFY7VH","ASIN","new","new"
"6230842","139.99","11","B08RJV148N","ASIN","new","new"
"6230847","169.99","14","B08GZGH6KY","ASIN","new","new"
"6230848","244.99","19","B08GZFCHXT","ASIN","new","new"
"6230849","179.99","23","B08GZFSJYG","ASIN","new","new"
"6230851","164.99","11","B08MTXHCX1","ASIN","new","new"
"6230900","114.99","48","B08MTZPTXK","ASIN","new","new"
"6230918","179.99","11","B08MTZ4R7S","ASIN","new","new"
"6230920","244.99","11","B08MTX9V8S","ASIN","new","new"
"6230923","139.99","11","B08MTZBLH7","ASIN","new","new"
"6230931","154.99","13","B08NY1ZG9L","ASIN","new","new"
"6230948","179.99","27","B08GZB8F68","ASIN","new","new"
"6230949","139.99","19","B08GZGQS3M","ASIN","new","new"
"6230976","84.99","15","B08RJXM59K","ASIN","new","new"
"6230978","244.99","62","B08RJTTYM3","ASIN","new","new"
"6230979","114.99","48","B08MW3PFHN","ASIN","new","new"
"6231051","189.99","14","B08RJTK5ZS","ASIN","new","new"
"6231052","134.99","51","B08MV1CVQF","ASIN","new","new"
"6231087","79.989999999999995","41","B08RJWB3RR","ASIN","new","new"
"6231090","44.99","28","B08MTZ592P","ASIN","new","new"
"6231125","279.99","69","B08MSW6K2Q","ASIN","new","new"
"7041583","24.99","77","B096MQF72W","ASIN","new","new"
"7042288","29.99","99","B000N3NLM8","ASIN","new","new"
"7042307","34.99","99","B08GZG2VHY","ASIN","new","new"
"7043878","44.99","35","B088HG8ZJP","ASIN","new","new"
"7043923","49.99","99","B08N4695LJ","ASIN","new","new"
"7044104","319.99","99","B08MTZ2NBJ","ASIN","new","new"
"7044105","294.99","11","B08MTXQ6MQ","ASIN","new","new"
"7044118","54.99","32","B083SRS3JN","ASIN","new","new"
"7044219","24.99","29","B08MV1B62F","ASIN","new","new"
"7044392","29.99","99","B08NY36XJC","ASIN","new","new"
"7044758","44.99","90","B08MTXYXDJ","ASIN","new","new"
"7044826","54.99","33","B08N9WS977","ASIN","new","new"
"7044950","29.99","61","B08MTZGH6N","ASIN","new","new"
"7045097","34.99","99","B08MTYJJ5C","ASIN","new","new"
"7045350","119.99","18","B08MTZ9RX4","ASIN","new","new"
"7045351","154.99","19","B08MTWSDCF","ASIN","new","new"
"7081999","39.99","99","B088HGV9SD","ASIN","new","new"
"7082203","179.99","12","B07TPGRQQF","ASIN","new","new"
"7082318","179.99","99","B088HHD6CY","ASIN","new","new"
"7082358","109.99","18","B088HGBPMQ","ASIN","new","new"
"7082463","34.99","30","B08RJV51FX","ASIN","new","new"
"7082483","34.99","51","B088HGZ9DG","ASIN","new","new"
"7082494","74.989999999999995","20","B08RJY9Z93","ASIN","new","new"
"7179360","54.99","11","B08KQG3H6G","ASIN","new","new"
"7179677","59.99","99","B08KQHRWMV","ASIN","new","new"
"7179682","59.99","22","B088HD1M6D","ASIN","new","new"
"7179683","44.99","14","B088HCCV8J","ASIN","new","new"
"7180984","34.99","25","B08MV19VP5","ASIN","new","new"
"7180985","34.99","25","B08RJW41XD","ASIN","new","new"
"7180988","34.99","25","B08MTYTSK7","ASIN","new","new"
"7180989","34.99","20","B08RJZFHM5","ASIN","new","new"
"7180990","44.99","32","B08QSN85F8","ASIN","new","new"
"7180991","44.99","39","B08MTZ8SWM","ASIN","new","new"
"7180992","39.99","25","B08MV22HQQ","ASIN","new","new"
"7180993","39.99","25","B08RJSHV3R","ASIN","new","new"
"7180998","44.99","24","B08RJVCRP8","ASIN","new","new"
"7182480","34.99","25","B08MTY9L2G","ASIN","new","new"
"7182481","34.99","25","B08MV1BKTY","ASIN","new","new"
"7186216","59.99","25","B08MTXGXCV","ASIN","new","new"
"7186217","59.99","23","B08RJW52R5","ASIN","new","new"
"7520029","29.99","27","B088HFRDP4","ASIN","new","new"
"7520887","24.99","99","B088HDSLM9","ASIN","new","new"
"7547667","34.99","67","B08MTXBHZV","ASIN","new","new"
"7547683","29.99","99","B08GZFBGWQ","ASIN","new","new"
"7547688","24.99","99","B08GZDN983","ASIN","new","new"
"7547932","24.99","99","B088HGKN97","ASIN","new","new"
"7556380","24.99","99","B087T4HWY8","ASIN","new","new"
"7556496","24.99","17","B08GZBWG5H","ASIN","new","new"
"7556747","34.99","52","B08NY5FGQ9","ASIN","new","new"
"7556798","24.99","99","B08GZGPZ2F","ASIN","new","new"
"7557144","24.99","99","B08RJV6KTY","ASIN","new","new"
"7662154","29.99","99","B01GLYQJ94","ASIN","new","new"
"7662163","29.99","21","B08WWPSXJG","ASIN","new","new"
"7662284","24.99","99","B07KBXYX1C","ASIN","new","new"
"7662360","24.99","17","B08MTXFTRJ","ASIN","new","new"
"7710529","24.99","80","B08GZGKD9D","ASIN","new","new"
"7710707","29.99","51","B08MTZ6BTT","ASIN","new","new"
"7710747","24.99","17","B08MTZC8R9","ASIN","new","new"
"7710749","24.99","39","B096MP9442","ASIN","new","new"
"8360133","29.99","43","B083M56MGF","ASIN","new","new"
"8360134","29.99","26","B083SRRM7Y","ASIN","new","new"
"8360149","29.99","99","B08KQKJ54X","ASIN","new","new"
"8450200","139.99","58","B08MV2KLFB","ASIN","new","new"
"283317602","329.99","45","B0BXXTZJ26","ASIN","new","new"
"283317603","329.99","99","B0BXXST5HG","ASIN","new","new"
"283317606","329.99","99","B0BXXVZ547","ASIN","new","new"
"283317609","329.99","99","B0BXY386SB","ASIN","new","new"
"283317612","329.99","99","B0BXXQCK88","ASIN","new","new"
"283317614","329.99","53","B0BXXN9TKH","ASIN","new","new"
"283317702","299.99","24","B0BXXTBBCM","ASIN","new","new"
"283317703","299.99","99","B0BXXS8ZL9","ASIN","new","new"
"283317706","299.99","99","B0BXXTS89G","ASIN","new","new"
"283317709","299.99","99","B0BXXVW2TJ","ASIN","new","new"
"283317712","299.99","99","B0BXXVF47L","ASIN","new","new"
"283317714","299.99","48","B0BXXW88G2","ASIN","new","new"
"283317801","299.99","14","B0BXXV48Z4","ASIN","new","new"
"283317802","299.99","94","B0BXXSF43W","ASIN","new","new"
"283317803","299.99","99","B0BXXSFHDC","ASIN","new","new"
"283317806","299.99","99","B0BXY7DC73","ASIN","new","new"
"283317809","299.99","99","B0BXXS3DSZ","ASIN","new","new"
"283317812","299.99","51","B0BXYBVWVT","ASIN","new","new"
"283317902","249.99","25","B0BXXQ286M","ASIN","new","new"
"283317903","249.99","99","B0BXXVVXYN","ASIN","new","new"
"283317906","249.99","99","B0BXXYDT3P","ASIN","new","new"
"283317909","249.99","99","B0BXXTRRNP","ASIN","new","new"
"283317912","249.99","99","B0BXXTTJRJ","ASIN","new","new"
"283317914","249.99","35","B0BXXTDWKP","ASIN","new","new"
"283318002","329.99","28","B0BXY2K5PS","ASIN","new","new"
"283318003","329.99","99","B0BXY95ZM8","ASIN","new","new"
"283318006","329.99","99","B0BXXXG4FZ","ASIN","new","new"
"283318009","329.99","99","B0BXXS9DY7","ASIN","new","new"
"283318012","329.99","99","B0BXXS6VLH","ASIN","new","new"
"283318014","329.99","52","B0BXXWTYSY","ASIN","new","new"
"283318102","309.99","59","B0BXYBXDJS","ASIN","new","new"
"283318103","309.99","99","B0BXY7CKDN","ASIN","new","new"
"283318106","309.99","99","B0BXY7C5KV","ASIN","new","new"
"283318109","309.99","99","B0BXXQ6F49","ASIN","new","new"
"283318112","309.99","99","B0BXXTPM92","ASIN","new","new"
"283318114","309.99","80","B0BXXTRVQS","ASIN","new","new"
"283318202","149.99","63","B0BXXSB9V1","ASIN","new","new"
"283318203","149.99","99","B0BXXNHM6N","ASIN","new","new"
"283318206","149.99","99","B0BXXT3ZJN","ASIN","new","new"
"283318209","149.99","99","B0BXXW7LLW","ASIN","new","new"
"283318212","149.99","99","B0BXXTZ4ZT","ASIN","new","new"
"283318214","149.99","89","B0BXY7GBD8","ASIN","new","new"
"283318301","149.99","60","B0BXXTMTZH","ASIN","new","new"
"283318302","149.99","99","B0BXXSX6S9","ASIN","new","new"
"283318303","149.99","99","B0BXXXGG1J","ASIN","new","new"
"283318306","149.99","99","B0BXXTJ9LF","ASIN","new","new"
"283318309","149.99","99","B0BXY162VQ","ASIN","new","new"
"283318312","149.99","99","B0BXXSMJ68","ASIN","new","new"
"283318314","149.99","14","B0BXXQGJYW","ASIN","new","new"
"283318402","149.99","57","B0BXXTBFFQ","ASIN","new","new"
"283318403","149.99","99","B0BXXRZTPH","ASIN","new","new"
"283318406","149.99","99","B0BXXSB9TZ","ASIN","new","new"
"283318409","149.99","99","B0BXY17CQF","ASIN","new","new"
"283318412","149.99","99","B0BXXT7JS4","ASIN","new","new"
"283318414","149.99","57","B0BXXWJD7B","ASIN","new","new"
"283318502","119.99","19","B0BXXQG5ZQ","ASIN","new","new"
"283318503","119.99","78","B0BXXS5BWD","ASIN","new","new"
"283318506","119.99","99","B0BXXYM8NX","ASIN","new","new"
"283318509","119.99","99","B0BXXVKVQY","ASIN","new","new"
"283318512","119.99","99","B0BXXRXNM6","ASIN","new","new"
"283318514","119.99","23","B0BXXVXVJ8","ASIN","new","new"
"283318602","139.99","49","B0BXXW7LMG","ASIN","new","new"
"283318603","139.99","99","B0BXXZB58J","ASIN","new","new"
"283318606","139.99","99","B0BXY9845D","ASIN","new","new"
"283318609","139.99","99","B0BXXXJ5CR","ASIN","new","new"
"283318612","139.99","99","B0BXY2FBC3","ASIN","new","new"
"283318614","139.99","71","B0BXXNJMRB","ASIN","new","new"
"283326102","39.99","12","B0BXXTV5C4","ASIN","new","new"
"283326103","39.99","99","B0BXXQ9JVG","ASIN","new","new"
"283326106","39.99","99","B0BXXNHYT7","ASIN","new","new"
"283326109","39.99","99","B0BXXNJXSX","ASIN","new","new"
"283326112","39.99","99","B0BXXTZDKM","ASIN","new","new"
"283326114","39.99","57","B0BXXYLMWK","ASIN","new","new"
"283326202","34.99","40","B0BXXVPLSC","ASIN","new","new"
"283326203","34.99","99","B0BXXVPLSP","ASIN","new","new"
"283326206","34.99","99","B0BXXYM9FW","ASIN","new","new"
"283326209","34.99","80","B0BXXWYXHP","ASIN","new","new"
"283326212","34.99","43","B0BXXVKR8G","ASIN","new","new"
"283326302","34.99","25","B0BXXW36LZ","ASIN","new","new"
"283326303","34.99","77","B0BXXYSZZX","ASIN","new","new"
"283326306","34.99","99","B0BXY2FYNT","ASIN","new","new"
"283326309","34.99","99","B0BXXS4B3G","ASIN","new","new"
"283326312","34.99","72","B0BXY38LYZ","ASIN","new","new"
"283326314","34.99","38","B0BXXVFYFW","ASIN","new","new"
"283326402","34.99","44","B0BXXQB99J","ASIN","new","new"
"283326403","34.99","99","B0BXXRXNMG","ASIN","new","new"
"283326406","34.99","99","B0BXXNDCWS","ASIN","new","new"
"283326409","34.99","99","B0BXXVSFSC","ASIN","new","new"
"283326412","34.99","88","B0BXXVQ5QD","ASIN","new","new"
"283326503","34.99","18","B0BXXTYGM2","ASIN","new","new"
"283326506","34.99","23","B0BXXV3WR8","ASIN","new","new"
"283326509","34.99","85","B0BXXZ6RKK","ASIN","new","new"
"283326512","34.99","58","B0BXY2G9S2","ASIN","new","new"
"283326514","34.99","37","B0BXXVT515","ASIN","new","new"
"283326603","49.99","99","B0BXYC2PF2","ASIN","new","new"
"283326606","49.99","99","B0BXXRX6MV","ASIN","new","new"
"283326609","49.99","99","B0BXXYDYL5","ASIN","new","new"
"283326612","49.99","99","B0BXXW2N2K","ASIN","new","new"
"283326614","49.99","57","B0BXY987RD","ASIN","new","new"
"283326702","44.99","19","B0BXXX39S5","ASIN","new","new"
"283326703","44.99","34","B0BXXQ7WST","ASIN","new","new"
"283326706","44.99","80","B0BXXTMN3Z","ASIN","new","new"
"283326709","44.99","80","B0BXY4TWR5","ASIN","new","new"
"283326712","44.99","42","B0BXXVV3Z5","ASIN","new","new"
"283326714","44.99","22","B0BXXZ6GJ8","ASIN","new","new"
"283326802","99.99","89","B0BXXTXQXR","ASIN","new","new"
"283326803","99.99","99","B0BXXNCMSX","ASIN","new","new"
"283326806","99.99","99","B0BXXVMC3Y","ASIN","new","new"
"283326809","99.99","99","B0BXXNCXP2","ASIN","new","new"
